2024-12-14T19:20:34.337Z [INFO]: Polygon WebSocket connected.
2024-12-14T19:20:34.343Z [INFO]: Started polling for order statuses.
2024-12-14T19:20:34.509Z [INFO]: Polygon WebSocket connection opened.
2024-12-14T19:20:34.510Z [INFO]: Polygon WebSocket connected.
2024-12-14T19:20:34.531Z [ERROR]: Error adding symbol WKEY to watchlist: this.restClient.getIntradayHighFromAgg is not a function
2024-12-14T19:20:34.566Z [INFO]: Polygon WebSocket authenticated.
2024-12-14T20:25:52.822Z [INFO]: Polygon WebSocket connected.
2024-12-14T20:25:52.830Z [INFO]: Started polling for order statuses.
2024-12-14T20:25:53.165Z [INFO]: Polygon WebSocket connection opened.
2024-12-14T20:25:53.168Z [INFO]: Polygon WebSocket connected.
2024-12-14T20:25:53.219Z [INFO]: Polygon WebSocket authenticated.
2024-12-14T20:25:53.446Z [INFO]: Subscribed to WKEY quote data.
2024-12-14T20:26:07.216Z [INFO]: Polygon WebSocket connected.
2024-12-14T20:26:07.222Z [INFO]: Started polling for order statuses.
2024-12-14T20:26:07.390Z [INFO]: Polygon WebSocket connection opened.
2024-12-14T20:26:07.391Z [INFO]: Polygon WebSocket connected.
2024-12-14T20:26:07.443Z [INFO]: Polygon WebSocket authenticated.
2024-12-14T20:26:07.585Z [INFO]: Subscribed to WKEY quote data.
2024-12-15T15:48:43.458Z [INFO]: Polygon WebSocket connected.
2024-12-15T15:48:43.466Z [INFO]: Started polling for order statuses.
2024-12-15T15:48:43.628Z [INFO]: Polygon WebSocket connection opened.
2024-12-15T15:48:43.630Z [INFO]: Polygon WebSocket connected.
2024-12-15T15:48:43.678Z [INFO]: Polygon WebSocket authenticated.
2024-12-15T15:48:43.789Z [INFO]: Subscribed to WKEY quote data.
2024-12-15T23:14:36.467Z [INFO]: Polygon WebSocket connected.
2024-12-15T23:14:36.477Z [INFO]: Started polling for order statuses.
2024-12-15T23:14:36.646Z [INFO]: Polygon WebSocket connection opened.
2024-12-15T23:14:36.647Z [INFO]: Polygon WebSocket connected.
2024-12-15T23:14:36.701Z [INFO]: Polygon WebSocket authenticated.
2024-12-15T23:14:36.835Z [INFO]: Subscribed to WKEY quote data.
2024-12-16T04:03:18.142Z [INFO]: Polygon WebSocket connected.
2024-12-16T04:03:18.148Z [INFO]: Started polling for order statuses.
2024-12-16T04:03:18.461Z [INFO]: Polygon WebSocket connection opened.
2024-12-16T04:03:18.462Z [INFO]: Polygon WebSocket connected.
2024-12-16T04:03:18.524Z [INFO]: Polygon WebSocket authenticated.
2024-12-16T04:03:18.775Z [INFO]: Subscribed to WKEY quote data.
2024-12-16T14:54:27.994Z [INFO]: HOD for UAVS verified and updated: 6.1 -> 6.41
2024-12-16T14:54:28.006Z [INFO]: Unsubscribed from UAVS trade data.
2024-12-16T14:54:28.205Z [INFO]: Unsubscribed from WKEY trade data.
2024-12-16T14:54:28.208Z [INFO]: Subscribed to WKEY trade data.
2024-12-16T14:54:36.148Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T14:54:37.132Z [INFO]: Unsubscribed from WKEY trade data.
2024-12-16T14:54:37.135Z [INFO]: Subscribed to WKEY trade data.
2024-12-16T14:54:37.151Z [INFO]: Unsubscribed from WKEY trade data.
2024-12-16T14:54:37.155Z [INFO]: Subscribed to WKEY trade data.
2024-12-16T14:54:37.158Z [INFO]: Unsubscribed from WKEY trade data.
2024-12-16T14:54:37.176Z [INFO]: Subscribed to WKEY trade data.
2024-12-16T14:54:38.074Z [INFO]: Unsubscribed from WKEY trade data.
2024-12-16T14:54:38.078Z [INFO]: Subscribed to WKEY trade data.
2024-12-16T14:54:38.087Z [INFO]: Unsubscribed from WKEY trade data.
2024-12-16T14:54:38.097Z [INFO]: Subscribed to WKEY trade data.
2024-12-16T14:54:38.112Z [INFO]: Unsubscribed from WKEY trade data.
2024-12-16T14:54:38.115Z [INFO]: Subscribed to WKEY trade data.
2024-12-16T14:54:38.125Z [INFO]: Unsubscribed from WKEY trade data.
2024-12-16T14:54:38.138Z [INFO]: Subscribed to WKEY trade data.
2024-12-16T14:54:40.768Z [INFO]: Cannot place entry order for WKEY - position already exists.
2024-12-16T14:54:40.768Z [INFO]: Unsubscribed from WKEY trade data.
2024-12-16T14:54:40.791Z [INFO]: Cannot place entry order for WKEY - position already exists.
2024-12-16T14:54:41.115Z [INFO]: Subscribed to WKEY trade data.
2024-12-16T14:54:41.175Z [INFO]: Placing pyramid order: {"symbol":"WKEY","qty":"6000","side":"buy","type":"limit","time_in_force":"day","limit_price":"12.36","extended_hours":true,"client_order_id":"PYRAMID-dc009ec417066ef3"} for WKEY
2024-12-16T14:54:41.404Z [INFO]: Pyramid order placed for 6000 shares of WKEY at $12.36. Order ID: 9f42f181-9736-4d63-aa92-cbb03bd716c3
2024-12-16T14:54:43.226Z [INFO]: Cannot place entry order for WKEY - position already exists.
2024-12-16T14:54:43.226Z [INFO]: Unsubscribed from WKEY trade data.
2024-12-16T14:54:43.638Z [INFO]: Subscribed to WKEY trade data.
2024-12-16T14:54:43.885Z [INFO]: Unsubscribed from GRRR trade data.
2024-12-16T14:54:44.199Z [INFO]: Cannot place entry order for WKEY - position already exists.
2024-12-16T14:54:44.200Z [INFO]: Unsubscribed from WKEY trade data.
2024-12-16T14:54:44.208Z [INFO]: Cannot place entry order for WKEY - position already exists.
2024-12-16T14:54:44.642Z [INFO]: Placing pyramid order: {"symbol":"WKEY","qty":"6000","side":"buy","type":"limit","time_in_force":"day","limit_price":"12.37","extended_hours":true,"client_order_id":"PYRAMID-89e556c91570e585"} for WKEY
2024-12-16T14:54:44.680Z [INFO]: Subscribed to WKEY trade data.
2024-12-16T14:54:44.909Z [INFO]: Pyramid order placed for 6000 shares of WKEY at $12.37. Order ID: 7f08f61c-a42a-4c0b-a6e4-bf4c35b0e579
2024-12-16T14:54:46.146Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T14:54:56.146Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T14:55:01.380Z [INFO]: Placing pyramid order: {"symbol":"WKEY","qty":"6000","side":"buy","type":"limit","time_in_force":"day","limit_price":"12.41","extended_hours":true,"client_order_id":"PYRAMID-def8bcbbd7c534ed"} for WKEY
2024-12-16T14:55:01.537Z [INFO]: Pyramid order placed for 6000 shares of WKEY at $12.41. Order ID: 83716775-ff35-44bc-bd95-e81ca09599e5
2024-12-16T14:55:01.823Z [INFO]: Placing pyramid order: {"symbol":"WKEY","qty":"6000","side":"buy","type":"limit","time_in_force":"day","limit_price":"12.41","extended_hours":true,"client_order_id":"PYRAMID-7cec3a95a317d7a1"} for WKEY
2024-12-16T14:55:02.254Z [INFO]: Pyramid order placed for 6000 shares of WKEY at $12.41. Order ID: 844f1edc-f057-44e7-898c-4b89a320de9d
2024-12-16T14:55:02.336Z [INFO]: Placing pyramid order: {"symbol":"WKEY","qty":"6000","side":"buy","type":"limit","time_in_force":"day","limit_price":"12.41","extended_hours":true,"client_order_id":"PYRAMID-064a9064b6124caf"} for WKEY
2024-12-16T14:55:02.595Z [ERROR]: Error placing pyramid order for WKEY: {"buying_power":"26582.6","code":40310000,"cost_basis":"74460","message":"insufficient buying power"}
2024-12-16T14:55:02.831Z [INFO]: Placing pyramid order: {"symbol":"WKEY","qty":"6000","side":"buy","type":"limit","time_in_force":"day","limit_price":"12.41","extended_hours":true,"client_order_id":"PYRAMID-3dd3b4d343030497"} for WKEY
2024-12-16T14:55:03.016Z [INFO]: Pyramid order 844f1edc-f057-44e7-898c-4b89a320de9d filled 5916 qty for WKEY. New qty: 23916, Avg Entry: $12.33
2024-12-16T14:55:03.151Z [INFO]: Cannot place entry order for WKEY - position already exists.
2024-12-16T14:55:03.151Z [INFO]: Unsubscribed from WKEY trade data.
2024-12-16T14:55:03.298Z [ERROR]: Error placing pyramid order for WKEY: {"buying_power":"27177.44","code":40310000,"cost_basis":"74460","message":"insufficient buying power"}
2024-12-16T14:55:03.303Z [INFO]: Subscribed to WKEY trade data.
2024-12-16T14:55:04.571Z [INFO]: Cannot place entry order for WKEY - position already exists.
2024-12-16T14:55:04.571Z [INFO]: Unsubscribed from WKEY trade data.
2024-12-16T14:55:04.873Z [INFO]: Subscribed to WKEY trade data.
2024-12-16T14:55:05.563Z [INFO]: Pyramid order 844f1edc-f057-44e7-898c-4b89a320de9d filled 5990 qty for WKEY. New qty: 29906, Avg Entry: $12.34
2024-12-16T14:55:06.144Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T14:55:07.428Z [INFO]: Unsubscribed from WKEY trade data.
2024-12-16T14:55:07.431Z [INFO]: Subscribed to WKEY trade data.
2024-12-16T14:55:07.448Z [INFO]: Unsubscribed from WKEY trade data.
2024-12-16T14:55:07.460Z [INFO]: Subscribed to WKEY trade data.
2024-12-16T14:55:07.483Z [INFO]: Unsubscribed from WKEY trade data.
2024-12-16T14:55:07.846Z [INFO]: Subscribed to WKEY trade data.
2024-12-16T14:55:08.863Z [INFO]: Unsubscribed from WKEY trade data.
2024-12-16T14:55:15.463Z [INFO]: Subscribed to WKEY trade data.
2024-12-16T14:55:16.145Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T14:55:24.248Z [INFO]: Unsubscribed from WKEY trade data.
2024-12-16T14:55:24.270Z [INFO]: Subscribed to WKEY trade data.
2024-12-16T14:55:25.236Z [INFO]: Unsubscribed from WKEY trade data.
2024-12-16T14:55:25.241Z [INFO]: Subscribed to WKEY trade data.
2024-12-16T14:55:25.253Z [INFO]: Unsubscribed from WKEY trade data.
2024-12-16T14:55:25.263Z [INFO]: Subscribed to WKEY trade data.
2024-12-16T14:55:25.270Z [INFO]: Unsubscribed from WKEY trade data.
2024-12-16T14:55:26.147Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T14:55:36.148Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T14:55:37.332Z [INFO]: Stop condition met for WKEY. Closing position immediately.
2024-12-16T14:55:37.335Z [INFO]: Closing position with limit order: {"symbol":"WKEY","qty":"30000","side":"sell","type":"limit","time_in_force":"day","limit_price":"11.93","extended_hours":true,"client_order_id":"CLOSE-7139842d9054b2d7"}
2024-12-16T14:55:37.537Z [INFO]: Limit order placed to close position in WKEY. Order ID: 7b2379b2-fdce-4527-adcc-b110b258ea5b
2024-12-16T14:55:38.584Z [INFO]: Order 7b2379b2-fdce-4527-adcc-b110b258ea5b filled 28946 qty for WKEY. Remaining: 1054
2024-12-16T14:55:43.008Z [INFO]: Subscribed to GRRR trade data.
2024-12-16T14:55:43.017Z [INFO]: Unsubscribed from GRRR trade data.
2024-12-16T14:55:43.020Z [INFO]: Subscribed to GRRR trade data.
2024-12-16T15:31:49.865Z [INFO]: Polygon WebSocket connected.
2024-12-16T15:31:49.873Z [INFO]: Started polling for order statuses.
2024-12-16T15:31:50.118Z [INFO]: Polygon WebSocket connection opened.
2024-12-16T15:31:50.119Z [INFO]: Polygon WebSocket connected.
2024-12-16T15:31:50.171Z [INFO]: Polygon WebSocket authenticated.
2024-12-16T15:31:50.616Z [INFO]: Subscribed to SIDU quote data.
2024-12-16T15:31:59.871Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T15:31:59.872Z [INFO]: Subscribed to GRRR quote data.
2024-12-16T15:31:59.876Z [INFO]: Subscribed to UAVS quote data.
2024-12-16T15:31:59.879Z [INFO]: Subscribed to WKEY quote data.
2024-12-16T15:32:00.038Z [INFO]: Subscribed to UAVS trade data.
2024-12-16T15:32:00.274Z [INFO]: Subscribed to WKEY trade data.
2024-12-16T15:32:09.877Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T15:32:11.014Z [INFO]: Subscribed to LAES quote data.
2024-12-16T15:32:13.948Z [INFO]: Placing entry order: {"symbol":"UAVS","qty":"3000","side":"buy","type":"limit","time_in_force":"day","limit_price":"6.70","extended_hours":true,"client_order_id":"ENTRY-75ae0ec8ccca5a67"}
2024-12-16T15:32:13.954Z [INFO]: Unsubscribed from UAVS trade data.
2024-12-16T15:32:14.043Z [INFO]: Subscribed to UAVS trade data.
2024-12-16T15:32:14.380Z [INFO]: Entry order placed for 3000 shares of UAVS at $6.70. Order ID: f1b309f3-6825-4e86-be17-7fdf3d439d15
2024-12-16T15:32:14.391Z [INFO]: Subscribed to UAVS trade data.
2024-12-16T15:32:14.588Z [INFO]: Subscribed to GRRR trade data.
2024-12-16T15:32:14.616Z [INFO]: Placing entry order: {"symbol":"GRRR","qty":"3000","side":"buy","type":"limit","time_in_force":"day","limit_price":"9.73","extended_hours":true,"client_order_id":"ENTRY-dd5f20dc0eb2f8c4"}
2024-12-16T15:32:14.770Z [INFO]: Entry order placed for 3000 shares of GRRR at $9.73. Order ID: d3acb066-a00c-411d-bdf7-ffff347b0e2c
2024-12-16T15:32:14.773Z [INFO]: Subscribed to GRRR trade data.
2024-12-16T15:32:15.137Z [INFO]: Position added: UAVS | Qty: 3000 | Avg Entry: $6.58 | Initial Stop: $6.45
2024-12-16T15:32:15.900Z [INFO]: Updated rolling stop for UAVS: $6.43
2024-12-16T15:32:16.265Z [INFO]: Unsubscribed from UAVS trade data.
2024-12-16T15:32:16.594Z [INFO]: Subscribed to UAVS trade data.
2024-12-16T15:32:19.880Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T15:32:20.408Z [INFO]: Position added: GRRR | Qty: 3000 | Avg Entry: $9.6 | Initial Stop: $9.53
2024-12-16T15:32:20.905Z [INFO]: Updated rolling stop for GRRR: $9.45
2024-12-16T15:32:31.647Z [INFO]: Polygon WebSocket connected.
2024-12-16T15:32:31.654Z [INFO]: Started polling for order statuses.
2024-12-16T15:32:31.808Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:32:31.817Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:32:31.830Z [INFO]: Polygon WebSocket connection opened.
2024-12-16T15:32:31.831Z [INFO]: Polygon WebSocket connected.
2024-12-16T15:32:31.877Z [INFO]: Polygon WebSocket authenticated.
2024-12-16T15:32:32.465Z [INFO]: Subscribed to SIDU quote data.
2024-12-16T15:32:32.909Z [INFO]: Subscribed to LAES quote data.
2024-12-16T15:32:36.816Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:32:36.824Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:32:41.655Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T15:32:41.810Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:32:41.817Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:32:47.143Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:32:47.147Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:32:51.656Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T15:32:51.814Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:32:51.822Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:32:56.818Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:32:56.823Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:33:01.660Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T15:33:01.660Z [INFO]: Subscribed to SGMT quote data.
2024-12-16T15:33:02.180Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:33:02.189Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:33:02.359Z [INFO]: Unsubscribed from SIDU trade data.
2024-12-16T15:33:03.263Z [INFO]: Subscribed to SGMT trade data.
2024-12-16T15:33:06.840Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:33:06.850Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:33:11.661Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T15:33:11.816Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:33:11.826Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:33:12.285Z [INFO]: Placing entry order: {"symbol":"SGMT","qty":"3000","side":"buy","type":"limit","time_in_force":"day","limit_price":"6.15","extended_hours":true,"client_order_id":"ENTRY-038d606332125604"}
2024-12-16T15:33:12.446Z [INFO]: Entry order placed for 3000 shares of SGMT at $6.15. Order ID: 7efeb64c-593e-428d-9fc9-9a588fc51ba8
2024-12-16T15:33:12.455Z [INFO]: Subscribed to SGMT trade data.
2024-12-16T15:33:16.825Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:33:16.834Z [INFO]: Position added: SGMT | Qty: 3000 | Avg Entry: $5.99 | Initial Stop: $5.90
2024-12-16T15:33:16.841Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:33:17.679Z [INFO]: Updated rolling stop for SGMT: $5.84
2024-12-16T15:33:21.661Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T15:33:21.828Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:33:21.838Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:33:26.811Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:33:26.815Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:33:31.662Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T15:33:31.823Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:33:31.833Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:33:36.964Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:33:36.967Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:33:41.663Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T15:33:41.925Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:33:41.934Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:33:47.193Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:33:47.201Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:33:51.662Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T15:33:51.941Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:33:51.948Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:33:56.924Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:33:56.933Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:34:01.663Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T15:34:02.229Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:34:02.233Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:34:02.743Z [INFO]: Subscribed to SIDU quote data.
2024-12-16T15:34:06.929Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:34:06.937Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:34:11.667Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T15:34:11.921Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:34:11.929Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:34:17.212Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:34:17.224Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:34:21.665Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T15:34:21.937Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:34:21.947Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:34:26.927Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:34:26.932Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:34:31.667Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T15:34:32.217Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:34:32.226Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:34:36.951Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:34:36.960Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:34:41.671Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T15:34:41.963Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:34:41.971Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:34:47.251Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:34:47.254Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:34:51.669Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T15:34:51.960Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:34:51.968Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:34:57.118Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:34:57.124Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:35:01.675Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T15:35:02.265Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:35:02.268Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:35:06.974Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:35:06.977Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:35:11.674Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T15:35:11.967Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:35:11.973Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:35:17.216Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:35:17.225Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:35:21.673Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T15:35:21.966Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:35:21.975Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:35:26.967Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:35:26.973Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:35:31.675Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T15:35:32.229Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:35:32.237Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:35:36.968Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:35:36.976Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:35:41.676Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T15:35:41.969Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:35:41.977Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:36:02.660Z [INFO]: Polygon WebSocket connected.
2024-12-16T15:36:02.667Z [INFO]: Started polling for order statuses.
2024-12-16T15:36:02.842Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:36:02.849Z [WARN]: Watchlist entry missing for SGMT while adding position.
2024-12-16T15:36:02.856Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:36:02.863Z [INFO]: Polygon WebSocket connection opened.
2024-12-16T15:36:02.864Z [INFO]: Polygon WebSocket connected.
2024-12-16T15:36:02.920Z [INFO]: Polygon WebSocket authenticated.
2024-12-16T15:36:03.552Z [INFO]: Subscribed to SIDU quote data.
2024-12-16T15:36:07.807Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:36:07.816Z [WARN]: Watchlist entry missing for SGMT while adding position.
2024-12-16T15:36:07.821Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:36:12.673Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T15:36:12.673Z [INFO]: Subscribed to SGMT quote data.
2024-12-16T15:36:12.838Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:36:12.846Z [WARN]: High of Day missing for SGMT while adding position.
2024-12-16T15:36:12.853Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:36:13.253Z [INFO]: Subscribed to SGMT trade data.
2024-12-16T15:36:18.163Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:36:18.171Z [INFO]: Position added: SGMT | Qty: 3000 | Avg Entry: $5.99 | Initial Stop: $5.97
2024-12-16T15:36:18.182Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:36:22.670Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T15:36:22.884Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:36:22.887Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:36:27.840Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:36:27.848Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:36:32.671Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T15:36:33.168Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:36:33.172Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:36:33.325Z [INFO]: Stop condition met for SGMT. Closing position immediately.
2024-12-16T15:36:33.329Z [INFO]: Closing position with limit order: {"symbol":"SGMT","qty":"3000","side":"sell","type":"limit","time_in_force":"day","limit_price":"5.89","extended_hours":true,"client_order_id":"CLOSE-c609815e11082630"}
2024-12-16T15:36:33.560Z [INFO]: Limit order placed to close position in SGMT. Order ID: 79c3f08e-345c-47fc-8eb0-5fc6113f8004
2024-12-16T15:36:33.916Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:36:33.919Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:36:37.837Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:36:37.844Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:36:42.672Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T15:36:42.850Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:36:42.858Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:36:43.695Z [INFO]: Subscribed to SGMO quote data.
2024-12-16T15:36:45.066Z [INFO]: Subscribed to SGMO trade data.
2024-12-16T15:36:48.149Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:36:48.153Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:36:48.928Z [INFO]: Subscribed to SIDU trade data.
2024-12-16T15:36:49.875Z [INFO]: Unsubscribed from SIDU trade data.
2024-12-16T15:36:49.883Z [INFO]: Subscribed to SIDU trade data.
2024-12-16T15:36:49.887Z [INFO]: Unsubscribed from SIDU trade data.
2024-12-16T15:36:49.890Z [INFO]: Subscribed to SIDU trade data.
2024-12-16T15:36:52.673Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T15:36:52.831Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:36:52.835Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:36:57.834Z [WARN]: Watchlist entry missing for GRRR while adding position.
2024-12-16T15:36:57.837Z [WARN]: Watchlist entry missing for UAVS while adding position.
2024-12-16T15:36:58.230Z [INFO]: Unsubscribed from SIDU trade data.
2024-12-16T15:36:58.234Z [INFO]: Subscribed to SIDU trade data.
